name,num_downloads,owners_and_repo
qiscus-sdk-core,1483,
vue-calendly,1482,officert/vue-calendly
chai-spies-next,1482,shellscape/chai-spies
libp2p-secio,1482,libp2p/js-libp2p-secio
react-js-pull-to-refresh,1482,echoulen/react-pull-to-refresh
@types/aphrodite,1482,DefinitelyTyped/DefinitelyTyped
cordova-plugin-crop,1482,jeduan/cordova-plugin-crop
my-local-ip,1482,dominictarr/my-local-ip
@cloudflare/util-cache,1482,
@webpack-blocks/core,1482,andywer/webpack-blocks
node-opus,1482,Rantanen/node-opus
hmpo-model,1482,UKHomeOffice/passports-model
@types/secure-json-parse,1482,DefinitelyTyped/DefinitelyTyped
babel-plugin-transform-object-entries,1482,gas-buddy/babel-plugin-transform-object-entries
@atomist/yaml-updater,1482,atomist/yaml-updater
ngx-image-viewer,1481,jpilfold/ngx-image-viewer
grunt-dart-sass,1481,laurenhamel/grunt-dart-sass
w3counter,1481,kevva/w3counter
firebase-scrypt,1481,xeewi/firebase-scrypt
@compwright/namecase,1481,compwright/namecase
@atom/babel7-transpiler,1481,atom/atom-babel7-transpiler
@podium/client,1481,podium-lib/client
serverless-plugin-cloudwatch-dashboard,1481,codecentric/serverless-plugin-cloudwatch-dashboard
@jlengstorf/get-share-image,1481,jlengstorf/get-share-image
@nebula.js/sn-org-chart,1481,
@swimlane/prettier-config-swimlane,1481,swimlane/prettier-config-swimlane
pretty-num,1481,shrpne/pretty-num
drmonty-datatables-plugins,1480,mrohnstock/datatables-plugins
deep-map-object,1480,sonybinhle/deep-map-object
jquery.scrollintoview,1480,adamtal3/jquery-scrollintoview
shutterstock-api,1480,
global-request-logger,1480,meetearnest/global-request-logger
davidshimjs-qrcodejs,1480,makevoid/qrcodejs
hex-and-rgba,1480,BananaAcid/hex-and-rgba
node-restify-validation,1480,z0mt3c/node-restify-validation
vue-cli-plugin-buefy,1479,buefy/vue-cli-plugin-buefy
grunt-optimize-js,1479,sergejmueller/grunt-optimize-js
flow-aws-lambda,1479,yarax/flow-aws-lambda
async-replace-with-limit,1479,kesla/async-replace
node-java-maven,1479,joeferner/node-java-maven
prettydiff2,1479,prettydiff/prettydiff
@lion/input-email,1479,ing-bank/lion
powershell,1479,IonicaBizau/powershell
haraka-plugin-syslog,1479,haraka/haraka-plugin-syslog
angular-fixed-table-header,1479,daniel-nagy/fixed-table-header
@esy-ocaml/reason,1479,facebook/reason
@jumpgroup/jump-components,1479,
eslint-plugin-extended,1479,thenativeweb/eslint-plugin-extended
mst-gql,1478,mobxjs/mst-gql
inquirer-command-prompt,1478,sullof/inquirer-command-prompt
webpack-stylish,1478,webpack-contrib/webpack-stylish
vuetify-toast-snackbar,1478,eolant/vuetify-toast-snackbar
ng-describe,1478,kensho/ng-describe
hidden-attribute-polyfill,1478,tytskyi/hidden-attribute-polyfill
plotty,1478,santilland/plotty
pretty-proptypes,1477,atlassian/extract-react-types
nonce-fast,1477,bmunoz89/nonce-fast
react-native-intent-launcher,1477,poberwong/react-native-intent-launcher
fastify-favicon,1477,smartiniOnGitHub/fastify-favicon
if-node-version,1477,mysticatea/if-node-version
exit-intent,1477,danhayden/exit-intent
@types/dependency-tree,1476,DefinitelyTyped/DefinitelyTyped
@types/parse-git-config,1476,DefinitelyTyped/DefinitelyTyped
fs-web,1476,matthewp/fs
@allex/crc32,1476,allex/crc32-js
koa-cluster,1476,koajs/cluster
@types/chai-fs,1476,DefinitelyTyped/DefinitelyTyped
gatsby-plugin-dynamic-routes,1476,luanbitar/gatsby-plugin-dynamic-routes
jpegquality,1476,nukr/jpegquality
awe-dnd,1476,hilongjw/vue-dragging
@hokify/vuejs-datepicker,1476,charliekassel/vuejs-datepicker
solidity-bytes-utils,1475,GNSPS/solidity-bytes-utils
tree-sitter-c,1475,
chessboard-element,1475,justinfagnani/chessboard-element
get-property-value,1475,joaquimserafim/get-property-value
redux-first-router-restore-scroll,1475,faceyspacey/redux-first-router-restore-scroll
@instana/serverless,1475,instana/nodejs-sensor
spherical,1475,mapbox/spherical
react-formal,1475,jquense/react-formal
@ionic-native/sign-in-with-apple,1475,ionic-team/ionic-native
gatsby-remark-reading-time,1475,
use-axios-client,1475,angelle-sw/use-axios-client
@zcorky/debounce,1475,zcorky/debounce
@atom/babel-plugin-chai-assert-async,1475,atom/babel-plugin-chai-assert-async
typescript-fsa-redux-saga,1474,aikoven/typescript-fsa-redux-saga
express-errorhandler,1474,
fantasy-tuples,1474,fantasyland/fantasy-tuples
@rschedule/standard-date-adapter,1474,john.carroll.p/rschedule
@storybook/mithril,1474,storybookjs/storybook
git-install,1474,pfraces/git-install
@adobe/cq-spa-component-mapping,1473,
css-byebye,1473,AoDev/css-byebye
aws-lib,1473,mirkokiefer/aws-lib
bzip2,1473,jvrousseau/bzip2.js
get-res,1473,kevva/get-res
seed-props,1473,helpscout/seed-props
cognito-srp,1473,stewartml/cognito-srp
css-loader-1,1473,webpack-contrib/css-loader
villa,1473,vilic/villa
eslint-plugin-newline-before-paren,1473,pat841/eslint-plugin-newline-before-paren
@yellowspot/ng-truncate,1473,yellowspot/ng2-truncate
@types/easeljs,1472,DefinitelyTyped/DefinitelyTyped
@adeira/signed-source,1472,adeira/universe
redux-storage-decorator-debounce,1472,react-stack/redux-storage-decorator-debounce
@material/react-list,1472,material-components/material-components-web-react
@elastic.io/bunyan-logger,1472,
@icon/linearicons,1472,
custom-functions-metadata,1472,OfficeDev/Office-Addin-Scripts
tree-sitter-css,1472,
cordova-plugin-ios-keychain,1472,
@tiket-com/react-ui,1472,
eslint-config-jhipster-react,1472,jhipster/eslint-config-jhipster
hero-design-rn,1472,
detect-secrets,1472,lirantal/detect-secrets
rupture-sass,1472,CubaSAN/rupture-sass
postcss-unroot,1472,jonathantneal/postcss-unroot
react-json-viewer,1472,nsisodiya/react-json-viewer
handlebars.moment,1472,solidgoldpig/handlebars.moment
@paprika/pill,1471,acl-services/paprika
node-grpc-client,1471,zetogk/node-grpc-client
wechaty,1471,wechaty/wechaty
next-compose,1471,JerryCauser/next-compose
extensible-runtime,1471,
hal-types,1471,badgateway/ketting
react-tunnels,1471,javivelasco/react-tunnels
geojson-coords,1471,mapbox/geojson-coords
clim,1471,epeli/node-clim
duplex-passthrough,1470,isaacs/duplex-passthrough
@types/konami.js,1470,
dprop,1470,mattdesl/dprop
w-howler,1470,yuda-lyu/w-howler
react-native-select-multiple,1470,tableflip/react-native-select-multiple
keypress.js,1470,dmauro/Keypress
component-file-picker,1470,component/file-picker
ag-simple-broker,1470,
primer-pagination,1470,primer/css
redux-little-router,1470,FormidableLabs/redux-little-router
sfdx-node,1470,Appirio/sfdx-node
easing-js,1470,rdy/easing-js
aws-simple,1470,clebert/aws-simple
gregorian-calendar,1470,yiminghe/gregorian-calendar
grunt-subgrunt,1469,tusbar/grunt-subgrunt
eslint-config-satya164,1469,satya164/eslint-config-satya164
linq-es2015,1469,ENikS/LINQ
gulp-help-doc,1469,Mikhus/gulp-help-doc
@instructure/ui-test-sandbox,1469,instructure/instructure-ui
react-liquid-gauge,1469,trendmicro-frontend/react-liquid-gauge
mvdir,1469,m-ahmadi/mvdir
@types/netlify-identity-widget,1468,DefinitelyTyped/DefinitelyTyped
mstring,1468,rjrodger/mstring
@types/react-dom-factories,1468,DefinitelyTyped/DefinitelyTyped
vue2-dragula,1468,kristianmandrup/vue2-dragula
@instructure/ui-date-input,1468,instructure/instructure-ui
mui-downshift,1468,techniq/mui-downshift
@types/conventional-changelog-preset-loader,1468,DefinitelyTyped/DefinitelyTyped
ng-fullcalendar,1467,fullcalendar/fullcalendar-angular
react-lifecycle-component,1467,JamieDixon/react-lifecycle-component
remark-variables,1467,mrzmmr/remark-variables
react-dat-gui,1467,claus/react-dat-gui
react-native-weekday-date-picker,1467,ttkien/react-native-weekday-date-picker
browser-launcher2,1467,benderjs/browser-launcher2
zendesk_app_framework_sdk,1467,brian-stripe/zendesk_app_framework_sdk
@dansmaculotte/vue-segment,1467,dansmaculotte/vue-segment
journalize,1467,rdmurphy/journalize
react-tiny-accordion,1467,emilpalsson/react-tiny-accordion
inline-loader,1467,felixjung/inline-loader
ember-models-table,1467,onechiporenko/ember-models-table
@beisen-phoenix/checkbox,1466,
array.prototype.move,1466,brownieboy/array.prototype.move
rater-js,1466,fredolss/rater-js
ngx-translate-extract,1466,aamirvohra/ngx-translate-extract
sb-memoize,1466,steelbrain/memoize
nodebb-theme-persona,1466,NodeBB/nodebb-theme-persona
cool-images,1466,YahiaElTai/cool-images
weeknumber,1466,commenthol/weeknumber
middleware-rename-file,1466,jonschlinkert/middleware-rename-file
@pie-lib/editable-html,1466,
leftpad,1466,tmcw/leftpad
react-native-photoeditorsdk,1466,imgly/pesdk-react-native
@0x/abi-gen,1466,0xProject/0x-monorepo
@things-factory/import-ui,1466,
@draft-js-plugins/drag-n-drop-upload,1465,
audio-format,1465,audiojs/audio-format
react-native-bcrypt,1465,dcodeIO/bcrypt.js
@types/svg-pan-zoom,1465,
typed-immutable,1465,typed-immutable/typed-immutable
@accounts/server,1465,accounts-js/accounts
ng-handsontable,1465,handsontable/ngHandsontable
recurring,1465,ceejbot/recurring
react-native-tags,1465,peterp/react-native-tags
mastercard-oauth1-signer,1465,Mastercard/oauth1-signer-nodejs
glob-observable,1465,shinnn/glob-observable
superclamp,1464,makandra/superclamp
virtual-device-sdk,1464,bespoken/virtual-device-sdk
@things-factory/resource-base,1464,
resolve-npm-version,1464,kesla/resolve-npm-version
redux-optimistic-ui,1464,mattkrick/redux-optimistic-ui
node-red-contrib-counter,1464,eisbehr-/node-red-counter
@ovotech/keycloak-auth,1464,
strange,1464,moll/js-strange
angular2-websocket,1464,afrad/angular2-websocket
grunt-dev-update,1464,pgilad/grunt-dev-update
react-native-camera-hooks,1464,reime005/react-native-camera-hooks
i18n-calypso,1464,Automattic/wp-calypso
ajv-moment,1464,cludden/ajv-moment
@fseehawer/react-circular-slider,1464,fseehawer/react-circular-slider
jasmine-jquery-matchers,1464,unindented/custom-jquery-matchers
plotly,1464,plotly/plotly-nodejs
scratch-svg-renderer,1463,LLK/scratch-svg-renderer
chai-fuzzy,1463,elliotf/chai-fuzzy
@4c/cli-core,1463,
clicksend,1463,
markdown-it-implicit-figures,1463,arve0/markdown-it-implicit-figures
@cocos/babel-preset-cc,1463,
@quasar/quasar-ui-qmediaplayer,1463,quasarframework/quasar-ui-qmediaplayer
babel-plugin-replace-dynamic-import-runtime,1463,JoinColony/babel-plugin-replace-dynamic-import-runtime
laravel-localization-loader,1463,rmariuzzo/laravel-localization-loader
gulp-json-concat,1463,thedaviddias/gulp-json-concat
@types/h2o2,1463,DefinitelyTyped/DefinitelyTyped
pauseable,1463,fent/pauseable.js
nodemailer-handlebars,1463,accimeesterlin/nodemailer-express-handlebars
serverless-nested-stack,1463,aditmalik-synechron/serverless-nested-stack
@webex/test-users,1462,
@react-page/plugins-image,1462,
@types/reactabular-table,1462,DefinitelyTyped/DefinitelyTyped
@zodash/match,1462,zcorky/zodash
grunt-ember-templates,1462,dgeb/grunt-ember-templates
tree-sitter-jsdoc,1462,
s3-util,1462,signalfx/s3-util
@graphql-codegen/c-sharp,1462,
react-native-textinput-effects,1462,halilb/react-native-textinput-effects
react-navigation-fluid-transitions,1462,fram-x/FluidTransitions
@skedulo/sked-ui,1462,
react-event-injector,1462,theKashey/react-event-injector
@nu-art/ts-common,1462,nu-art-js/ts-common
blockui,1462,
@types/json-rules-engine,1462,DefinitelyTyped/DefinitelyTyped
@superset-ui/legacy-plugin-chart-paired-t-test,1462,apache-superset/superset-ui-plugins
buildozer,1461,Intracto/buildozer
rehype-prism-template,1461,iamskok/rehype-prism-template
shogi-player,1461,akicho8/shogi-player
node-red-contrib-chatbot,1461,guidone/node-red-contrib-chatbot
@data-driven-forms/mui-component-mapper,1461,data-driven-forms/react-forms
tough-cookie-file-store,1461,ivanmarban/tough-cookie-file-store
amplify,1461,chafnan/amplify
ember-cli-google-fonts,1460,damiencaselli/ember-cli-google-fonts
dependable,1460,testdouble/dependable
html-to-json-data,1460,
react-markings,1460,Thinkmill/react-markings
validate-scope,1460,marcbachmann/validate-scope
azure-maps-drawing-tools,1460,
react-prefixer,1460,rapid7/react-prefixer
@zodash/load-script,1460,zcorky/zodash
jasmine-parameterized,1460,paucls/jasmine-parameterized
raml1-to-postman,1460,postmanlabs/raml1-to-postman
svg.draw.js,1460,
docx-merger,1460,apurvaojas/docx-merger
redis-delete-pattern,1460,uber-archive/redis-delete-pattern
v8-callsites,1460,stringparser/v8-callsites
pdf-thumbnail,1460,nicofuccella/pdf-thumbnail
angular-dynamic-number,1459,uhlryk/angular-dynamic-number
prism-theme-night-owl,1459,SaraVieira/prism-theme-night-owl
http-status-enum,1459,KyleNeedham/http-status-enum
@medable/mdctl-api,1459,Medable/mdctl
datatables.net-scroller-bs,1459,DataTables/Dist-DataTables-Scroller-Bootstrap
infobip-rtc,1459,infobip/infobip-rtc-js
jinjs,1459,ravelsoft/node-jinjs
grunt-haml2html,1459,jhchen/grunt-haml2html
bitcoin,1458,freewil/node-bitcoin
@netlify-builder/deploy,1458,ngx-builders/netlify-builder
@types/fluxible,1458,DefinitelyTyped/DefinitelyTyped
node-red-node-arduino,1458,node-red/node-red-nodes
google-maps-api,1458,Jam3/google-maps-api
@bynder/compact-view,1458,
stylelint-config-xo,1458,xojs/stylelint-config-xo
@covalent/flavored-markdown,1458,Teradata/covalent
ft-poller,1458,Financial-Times/ft-poller
@proyecto26/animatable-component,1458,proyecto26/animatable-component
await-reduce,1458,omrilotan/mono
jquery-fontspy,1458,patrickmarabeas/jQuery-FontSpy.js
svelte-extras,1458,sveltejs/svelte-extras
ts-datastore-orm,1458,terence410/ts-datastore-orm
gmaps-marker-clusterer,1457,gmaps-marker-clusterer/gmaps-marker-clusterer
ansi-to-rgb,1457,marionebl/ansi-to-rgb
@types/react-split-pane,1457,DefinitelyTyped/DefinitelyTyped
babel-engine-plugin,1457,SamVerschueren/babel-engine-plugin
serverless-sam,1457,sapessi/serverless-sam
@shopify/jest-mock-apollo,1457,Shopify/quilt
@ctx-core/dom,1457,ctx-core/ctx-core
serverless-secrets-plugin,1457,serverless/serverless-secrets-plugin
rn-dominant-color,1457,
@things-factory/attachment-ui,1457,
generate-data,1457,generate/generate-data
cbs,1456,
@steedos/auth,1456,
simple-nunjucks-loader,1456,ogonkov/nunjucks-loader
dag,1456,floatdrop/dag
datatable-sorting-datetime-moment,1456,DiegoPires/datatable-sorting-datetime-moment
@iiif/manifold,1456,IIIF-Commons/manifold
extent,1456,mapbox/extent
next-utils,1456,ryanhefner/next-utils
validate-typescript,1456,grant-zietsman/validate-typescript
webpack-serve-waitpage,1456,elisherer/webpack-dev-server-waitpage
microevent,1456,
@arcblock/did-auth,1455,ArcBlock/forge-js
wix-rich-content-editor,1455,
to-bool,1455,perry-mitchell/to-bool
concurrent-tasks,1455,samrith-s/concurrent-tasks
@connectis/coverage-merger,1455,Connected-Information-systems/coverage-merger
pivotal-ui,1455,pivotal-cf/pivotal-ui
node-red-contrib-opcua,1455,mikakaraila/node-red-contrib-opcua
primer-navigation,1455,primer/css
@cloudflare/component-text,1455,
sample-rate,1455,audiojs/sample-rate
embedly,1454,embedly/embedly-node
react-csp,1454,YIZHUANG/react-csp
gcoord,1454,hujiulong/gcoord
gatsby-paginate,1454,pixelstew/gatsby-paginate
load-asciicast,1454,marionebl/load-asciicast
vue-parallax-js,1454,jsnanigans/vue-parallax-js
@xstyled/prop-types,1454,smooth-code/xstyled
@stencil/redux,1454,ionic-team/stencil-redux
hapi-good-winston,1454,alexandrebodin/hapi-good-winston
html-parsed-element,1454,WebReflection/html-parsed-element
lines-intersect,1454,erf/lines-intersect
loopback-api-definition,1454,strongloop/loopback-api-definition
react-cosmos-playground,1454,react-cosmos/react-cosmos-classic
jsfeat,1454,
datatables.net-zf,1454,DataTables/Dist-DataTables-Foundation
chunk-array,1454,haio/chunk-array
dhttp,1453,dcousens/dhttp
response-spy,1453,alessioalex/response-spy
piping-server,1453,nwtgck/piping-server
outdatedbrowser,1453,outdatedbrowser/outdated-browser
expo-navigation-core,1453,nandorojo/expo-navigation-core
mdns-js,1453,mdns-js/node-mdns-js
clarity-icons,1453,vmware/clarity
rimraf-promise,1453,shinnn/rmfr
vue-router-prefetch,1453,egoist/vue-router-prefetch
autobahn-browser,1453,crossbario/autobahn-js-browser
math-trunc,1453,kevva/math-trunc
identity-img,1453,tsigel/identity-img
@rocketmakers/storage,1453,
nsql-cache,1452,sebelga/nsql-cache
@types/feedparser,1452,DefinitelyTyped/DefinitelyTyped
typed-event-emitter,1452,tenry92/typed-event-emitter
ng2-image-viewer,1452,brenoprata10/ng2-image-viewer
meting,1452,metowolf/MetingJS
curl-to-postmanv2,1452,
date-math,1452,segmentio/date-math
ag-auth,1452,
string-includes-polyfill,1452,alfaslash/string-includes-polyfill
@varius.io/framework,1451,
nsql-cache-datastore,1451,sebelga/nsql-cache-datastore
excel-formula-parser,1451,psalaets/excel-formula-parser
@superset-ui/legacy-preset-chart-nvd3,1451,apache-superset/superset-ui-plugins
prefix-commit-jira-id,1451,
eslint-config-patientslikeme,1451,patientslikeme/eslint-config-patientslikeme
ilp-plugin-mini-accounts,1451,interledgerjs/ilp-plugin-mini-accounts
piwik-react-router,1451,joernroeder/piwik-react-router
react-anything-sortable,1451,jasonslyvia/react-anything-sortable
latlng,1451,Jam3/latlng
@types/chmodr,1450,DefinitelyTyped/DefinitelyTyped
react-autofill,1450,Pephers/react-autofill
@zcorky/throttle,1450,
ice-npm-utils,1450,
jquery-xml2json,1450,sergeyt/jQuery-xml2json
image-difference,1450,argos-ci/image-difference
@livingdocs/conf,1450,livingdocsIO/livingdocs-conf
xml-query,1450,pladaria/xml-query
quill-markdown-shortcuts,1450,
random-hash,1449,PabloSichert/random-hash
json-to-flat-sass,1449,
vue-speedometer,1449,palerdot/vue-speedometer
@types/cannon,1449,DefinitelyTyped/DefinitelyTyped
engine.io-stream,1449,Raynos/engine.io-stream
esprima-ast-utils,1449,llafuente/esprima-ast-utils
jest-cdk-snapshot,1449,hupe1980/jest-cdk-snapshot
wkhtmltox,1449,tcort/wkhtmltox
xmpp-jid,1449,otalk/xmpp-jid
@yaska-eu/jsurl2,1448,wmertens/jsurl
react-leaflet-universal,1448,masotime/react-leaflet-universal
node-red-contrib-prib-functions,1448,peterprib/node-red-contrib-prib-functions
@s-ui/react-molecule-select,1448,
express-to-koa,1448,kaelzhang/express-to-koa
yafu,1448,TheLudd/yafu
salty-cypress-testrail-reporter,1448,skekauoha/salty-cypress-testrail-reporter
breeze-client-labs,1448,Breeze/breeze.js.labs
cordova-plugin-nativeaudio,1448,floatinghotpot/cordova-plugin-nativeaudio
rollup-plugin-uglify-es,1448,ezekielchentnik/rollup-plugin-uglify-es
web-pki,1448,
lit-virtualizer,1448,
@azure/cognitiveservices-luis-authoring,1448,Azure/azure-sdk-for-js
sync-storage,1447,raphaelpor/sync-storage
gulp-natural-sort,1447,emgeee/gulp-natural-sort
grunt-require-config,1447,watilde/grunt-require-config
@types/angular-loading-bar,1447,DefinitelyTyped/DefinitelyTyped
@types/react-native-collapsible,1447,DefinitelyTyped/DefinitelyTyped
@ngx-utils/cookies,1447,ngx-utils/cookies
kanbanniang-pio,1447,
appcache-webpack-plugin,1447,lettertwo/appcache-webpack-plugin
vendor-prefix,1447,peutetre/vendor-prefix
gulp-pretty-data,1447,neilcarpenter/gulp-pretty-data
fela-plugin-typescript,1447,robinweser/fela
jest-svelte-transformer,1447,janouma/jest-svelte-transformer
seqviz,1447,Lattice-Automation/seqviz
react-relay-network-layer,1447,relay-tools/react-relay-network-layer
moment-timezone-all,1447,moment/moment-timezone
react-native-btr,1447,ThakurBallary/react-native-btr
@skyux/theme,1447,blackbaud/skyux-theme
metalsmith-collections,1447,segmentio/metalsmith-collections
serverless-offline-sqs-dlq,1446,poupougnac/serverless-offline-sqs-dlq
turndown-attendant,1446,
hexo-generator-seo-friendly-sitemap,1446,ludoviclefevre/hexo-generator-seo-friendly-sitemap
@uifabricshared/themed-settings,1446,
libass-wasm,1446,Dador/JavascriptSubtitlesOctopus
@mate-academy/backstop-config,1446,mate-academy/fed
draw2d,1446,freegroup/draw2d
react-split-grid,1446,nathancahill/split
mapbox-gl-circle,1445,smithmicro/mapbox-gl-circle
gdax,1445,coinbase/coinbase-pro-node
node-red-contrib-file-buffer,1445,ibm-early-programs/node-red-contrib-file-buffer
bbb-promise,1445,erobl/bbb-promise
@octokit/plugin-enterprise-cloud,1445,octokit/plugin-enterprise-cloud.js
hacktimer,1444,ctubio/HackTimer
@types/date-now,1444,DefinitelyTyped/DefinitelyTyped
@types/webtorrent,1444,DefinitelyTyped/DefinitelyTyped
particle-api-js,1444,particle-iot/particle-api-js
jest-directory-named-resolver,1444,jsonnull/jest-directory-named-resolver
mysql2-promise,1444,namshi/node-mysql2-promise
@instructure/ui-tree-browser,1444,instructure/instructure-ui
yaspeller,1444,hcodes/yaspeller
@elastic/search-ui-site-search-connector,1444,elastic/search-ui
@phensley/cldr,1444,phensley/cldr-engine
good-file,1444,hapijs/good-file
jquery-parallax.js,1444,pixelcog/parallax.js
vue-extend-layout,1444,ktquez/vue-extend-layout
profanity-hindi,1443,surajJha/profanity-hindi
data-point,1443,ViacomInc/data-point
web-error,1443,seeden/web-error
iterable-operator,1443,BlackGlory/iterable-operator
jooks,1443,antoinejaussoin/jooks
@react-md/tree,1443,mlaursen/react-md
exframe-logger,1443,
time-ordered-set,1443,mafintosh/time-ordered-set
vue-read-more,1442,orlyyani/read-more
@redocly/vscode-json-languageservice,1442,microsoft/vscode-json-languageservice
newspack-components,1442,Automattic/newspack-plugin
compute-indexspace,1442,compute-io/indexspace
iuf,1442,coockoo/iuf
cordova-set-version,1442,gligoran/cordova-set-version
ts-expression-evaluator,1442,william-yz/ts-expression-evaluator
vue-full-loading,1442,PygmySlowLoris/vue-full-loading
@react-spring/mock-raf,1442,react-spring/mock-raf
@instructure/pkg-utils,1442,instructure/instructure-ui
pluck,1442,
ilp-store-wrapper,1442,
vuex-type-helper,1442,
expect-jsx,1441,algolia/expect-jsx
queue-cb,1441,kmalakoff/queue-cb
ilp-store-memory,1441,
resolve-env-vars,1441,robinvdvleuten/resolve-env-vars
ometajs,1441,veged/ometa-js
node-red-contrib-ui-statechart,1441,hotNipi/node-red-contrib-ui-statechart
add-typescript-file-to-project,1441,mvdcorput/node-add-typescript-file-to-project
@design-systems/create,1441,intuit/design-systems-cli
eslint-plugin-const-immutable,1441,zeronone/eslint-plugin-const-immutable
gantt-elastic,1441,neuronetio/gantt-elastic
@looker/look-at-me-sideways,1441,looker-open-source/look-at-me-sideways
react-gemini-scrollbar,1441,noeldelgado/react-gemini-scrollbar
@patternfly/pfelement,1441,patternfly/patternfly-elements
starwars-names,1440,kentcdodds/starwars-names
@what3words/api,1440,what3words/w3w-node-wrapper
primer-marketing,1440,primer/css
run-electron,1440,sindresorhus/run-electron
bower-art-resolver,1440,jfrog/bower-art-resolver
compile-template,1440,dotcypress/compile-template
gypo,1440,
ez-plus,1440,igorlino/elevatezoom-plus
mocha-junit-reporter-contrib,1440,passuied/mocha-junit-reporter-contrib
node-http-server,1439,RIAEvangelist/node-http-server
iso-error,1439,unional/iso-error
stylelint-config-react-native-styled-components,1439,
date-fns-duration,1439,pke/date-fns-duration
ids-enterprise-ng,1439,infor-design/enterprise-ng
stylint-json-reporter,1439,sertae/stylint-json-reporter
@types/chai-moment,1439,DefinitelyTyped/DefinitelyTyped
@magic-xpa/angular,1439,
@skyux/i18n,1439,blackbaud/skyux-i18n
escape-soql-and-sosl,1439,mixmaxhq/escapeSoqlAndSosl
@types/p2,1439,
@types/cordova-plugin-app-version,1439,DefinitelyTyped/DefinitelyTyped
@personio/prettier-config,1438,
mongodb-queue,1438,chilts/mongodb-queue
react-rails-ujs,1438,tb/react-rails-ujs
less-plugin-autoprefixer,1438,evocateur/less-plugin-autoprefix
stylelint-config-copilot-plugins,1437,fuhlig/stylelint-config-copilot
rechart,1437,Nick011/ReChart
kube-probe,1437,nodeshift/kube-probe
model-un,1437,mapbox/model-un
@putout/plugin-add-return-await,1437,coderaiser/putout
@alicloud/mns,1437,aliyun/mns-nodejs-sdk
karma-tap,1437,bySabi/karma-tap
bipbip,1437,
personal-number-generator,1437,Sletheren/personal-number-generator
pouchdb-adapter-localstorage,1437,pouchdb/pouchdb
@xo-union/tk-component-modals,1437,
balena-cli,1437,balena-io/balena-cli
@renatodeleao/vue-sticky-directive,1437,renatodeleao/vue-sticky-directive
angular-ui-slider,1437,
st-image-webcomponent,1436,
wu-diff-js,1436,bokuweb/wu-diff-js
composer-runtimes,1436,doowb/composer-runtimes
ngx-translate-lint,1436,svoboda-rabstvo/ngx-translate-lint
wdio-edgedriver-service,1436,RafalSkorka/wdio-edgedriver-service
wcm,1436,
ghostscript4js,1436,NickNaso/ghostscript4js
debug-stream,1436,mafintosh/debug-stream
basscss-responsive-layout,1436,basscss/addons
decompress-tarxz,1436,kevva/decompress-tarxz
atomizer,1435,acss-io/atomizer
airtap,1435,airtap/airtap
string-splice,1435,tnrich/string-splice
jquery-address,1435,escaleno-ltda/jquery-address
license-compliance,1435,tmorell/license-compliance
emoji-annotation-to-unicode,1435,banyan/emoji-annotation-to-unicode
react-native-photo-editor,1435,prscX/react-native-photo-editor
color-harmony,1435,skratchdot/color-harmony
npm-run-series,1435,paulcpederson/npm-run-series
@sealsystems/ipp,1434,sealsystems/node-ipp
jgrowl,1434,stanlemon/jGrowl
@beisen-phoenix/pagination,1434,
metro-bundler,1434,facebook/metro
@turf/point-on-surface,1434,Turfjs/turf
react-soundplayer,1434,kosmetism/react-soundplayer
touch-pinch,1434,Jam3/touch-pinch
passport-keycloak-oauth2-oidc,1434,louie007/passport-keycloak-oauth2-oidc
promise-pjs,1434,jridgewell/PJs
@webex/test-helper-make-local-url,1434,
stylelint-config,1434,JohannesFischer/stylelint-config-default
@kirakishin/ts-logger,1433,kirakishin/ts-logger
openfin-cli,1433,openfin/openfin-cli
nav-frontend-spinner,1433,navikt/nav-frontend-moduler
vue-container-query,1433,
biased-opener,1433,jakub-g/biased-opener
sequelize-automate,1433,nodejh/sequelize-automate
stomp-broker-js,1433,4ib3r/StompBrokerJS
@schibstedspain/theme-basic,1433,SUI-Components/sui-theme
react-markdown-github,1433,godaddy/react-markdown-github
rebuild-node-sass,1433,bahmutov/rebuild-node-sass
@covalent/markdown-navigator,1433,Teradata/covalent
js-pinyin,1432,waterchestnut/pinyin
2captcha-node,1432,pedroapfilho/2captcha-node
ng-mock-e2e,1432,yevhenpavliuk/ng-mock-e2e
slugs,1432,Aaronontheweb/node-slugs
nav-frontend-paneler,1432,navikt/nav-frontend-moduler
browser-cache-mock,1432,MechanicalRock/browser-cache-mock
wallaby-vue-compiler,1432,
gregorian-calendar-format,1431,yiminghe/gregorian-calendar-format
is-url-external,1431,mrded/is-url-external
angular-payments,1431,zumper/angular-payments
@bitblit/ratchet,1431,bitblit/Ratchet
ember-cli-addon-docs-esdoc,1431,ember-learn/ember-cli-addon-docs-esdoc
vue-page-transition,1431,Orlandster/vue-page-transition
@getgrover/ui,1431,
element-to-path,1431,elrumordelaluz/element-to-path
ascii-art-font,1431,khrome/ascii-art-font
cypress-drag-drop,1431,4teamwork/cypress-drag-drop
bookshelf-cascade-delete,1431,seegno/bookshelf-cascade-delete
gatsby-plugin-minify-classnames,1431,stldo/gatsby-plugin-minify-classnames
node-red-contrib-chartjs,1431,
@types/parse-torrent-file,1430,DefinitelyTyped/DefinitelyTyped
javascript-autocomplete,1430,RasCarlito/JavaScript-autoComplete
bootstrap-select-v4,1430,snapappointments/bootstrap-select
