name,num_downloads,owners_and_repo
mat-file-upload,1430,bjsawyer/mat-file-upload
async-lz-string,1430,JackBister/async-lz-string
react-dynamic-number,1430,uhlryk/react-dynamic-number
@smartweb/vue-flash-message,1430,smwbtech/vue-flash-message
react-scale-text,1430,datchley/react-scale-text
babel-plugin-console-source,1430,peteringram0/babel-plugin-console-source
prettify-html,1430,johnotander/prettify-html
@syncfusion/ej2-react-diagrams,1430,syncfusion/ej2-react-ui-components
@navikt/fnrvalidator,1429,navikt/fnrvalidator
source-map-cjs,1429,thlorenz/source-map-cjs
pug-include-glob,1429,jgconway/pug-include-glob
primer-forms,1429,primer/css
vue-smooth-scroll,1429,ocordeiro/vue-smooth-scroll
@skyux/core,1429,blackbaud/skyux-core
apac,1429,dmcquay/node-apac
sample-size,1429,omrilotan/mono
@ctx-core/object,1429,ctx-core/ctx-core
s3-direct-upload,1429,SwingDev/s3-browser-direct-upload
basscss-responsive-position,1429,basscss/addons
graphql-scalar-objectid,1429,isayme/graphql-scalar-objectid
phaxio-official,1428,
digitalsignals,1428,zewemli/dsp.js
@graphql-codegen/c-sharp-operations,1428,
@medipass/partner-sdk,1428,
@form-create/utils,1428,xaboy/form-create
tls-browserify,1428,emersion/tls-browserify
koa2-useragent,1428,robotomize/koa2-useragent
@kirakishin/tipify,1428,kirakishin/tipify
@form-create/element-ui,1428,xaboy/form-create
react-emoji,1428,banyan/react-emoji
non-private-ip,1428,dominictarr/non-private-ip
vuepress-plugin-clean-urls,1427,vuepress/vuepress-community
higlass,1427,higlass/higlass
mock-aws,1427,antonosmond/mock-aws
primer-base,1427,primer/css
@webcreate/infinite-ajax-scroll,1427,webcreate/infinite-ajax-scroll
@splunk/splunk-utils,1427,
angular-tree-grid,1426,debabratapatra/angular-tree-grid
range,1426,mcandre/node-range
npm-version,1426,vvo/npm-pkgr
@ionic-native/broadcaster,1426,ionic-team/ionic-native
@colyseus/loadtest,1426,colyseus/colyseus-loadtest
@react-md/layout,1426,mlaursen/react-md
react-tiny-transition,1426,asbjornh/react-tiny-transition
react-bootstrap-tabs,1426,freeranger/react-bootstrap-tabs
@types/jquery.slimscroll,1426,DefinitelyTyped/DefinitelyTyped
loopback4-soft-delete,1426,sourcefuse/loopback4-soft-delete
az-bunyan,1426,sandorfr/az-bunyan
@springtree/eva-sdk-core-service,1426,
get-ext,1425,dfcreative/get-ext
@tinypixelco/laravel-mix-wp-blocks,1425,pixelcollective/laravel-mix-wp-blocks
react-native-mock,1425,RealOrangeOne/react-native-mock
myrmidon,1425,pustovitDmytro/myrmidon
parrot-middleware,1425,americanexpress/parrot
gulp-litmus,1425,jeremypeter/gulp-litmus
react-horizontal-stacked-bar-chart,1425,
ts-sql-query,1425,juanluispaz/ts-sql-query
node-json-color-stringify,1425,renebigot/node-json-color-stringify
base-options,1425,node-base/base-option
atlassian-wrm,1425,
node-geo-distance,1425,
jasmine_dom_matchers,1425,charleshansen/jasmine_dom_matchers
uniloc,1424,jamesknelson/uniloc
clite,1424,remy/clite
emoji-emoticon-to-unicode,1424,banyan/emoji-emoticon-to-unicode
karma-safari-applescript-launcher,1424,brandonocasey/karma-safari-applescript-launcher
videogular-controls,1424,
certpem,1424,Daplie/cert-info.js
grunt-contrib-haml,1424,jhchen/grunt-haml2html
@arcblock/react-hooks,1424,
frame-stream,1424,rkusa/frame-stream
primer-layout,1424,primer/css
ect-bin,1424,CT1994/ect-bin
retext-preset-wooorm,1424,wooorm/retext-preset-wooorm
sort-by-typescript,1423,bameyrick/sort-by-typescript
@amino-ui/core,1423,amino-ui/core
is-void-element,1423,johnotander/is-void-element
twig-html-loader,1423,radiocity/twig-html-loader
sms-service,1423,jmb12686/sms-service
@types/flatbush,1423,DefinitelyTyped/DefinitelyTyped
graphql-readable,1423,tsingchao/graphql-readable
stringify-changelog,1423,jonschlinkert/stringify-changelog
just-template,1423,angus-c/just
msee,1423,firede/msee
@promises/timer,1423,yisraelx/promises
cordova-plugin-intercom,1423,intercom/intercom-cordova
@doubletrade/lit-datatable,1422,DoubleTrade/lit-datatable
salesforcedx-templates,1422,forcedotcom/salesforcedx-templates
enforce-branch-name,1422,tiaanduplessis/enforce-branch-name
samba-client,1422,eflexsystems/node-samba-client
@ionic-native/camera-preview,1422,ionic-team/ionic-native
@types/lodash.min,1422,DefinitelyTyped/DefinitelyTyped
capacitor-firebase-auth,1422,baumblatt/capacitor-firebase-auth
jsrtf,1422,lilliputten/jsrtf
a-css-loader,1421,
evernote,1421,evernote/evernote-sdk-js
datatables.net-searchpanes-dt,1421,DataTables/Dist-DataTables-SearchPanes-DataTables
ember-async-await-helper,1421,tildeio/ember-async-await-helper
marked-plaintext,1421,etler/marked-plaintext
log-to-file,1421,
@types/gl-vec2,1421,DefinitelyTyped/DefinitelyTyped
nforce8,1421,Stwissel/nforce8
strong-wait-till-listening,1420,strongloop/strong-wait-till-listening
@netbasal/ngx-content-loader,1420,ngneat/content-loader
htl,1420,observablehq/htl
etcher-sdk,1420,balena-io-modules/etcher-sdk
then-read-stream,1420,Borewit/peek-readable
basscss-responsive-typography,1420,basscss/addons
gh-badges,1420,badges/shields
jquery-resizable-columns,1420,dobtco/jquery-resizable-columns
wdio-devtools-service,1420,webdriverio-boneyard/wdio-devtools-service
react-navi-helmet-async,1420,frontarm/navi
vue-float-label,1419,bkzl/vue-float-label
@kudo-ci/jsc-android,1419,Kudo/jsc-android-buildscripts
apply-clients,1419,
ml-spectra-processing,1419,
bug-killer,1419,IonicaBizau/cute-logger
compare-timing-safe,1419,commenthol/compare-timing-safe
@cycle/dom,1419,cyclejs/cyclejs
@redhat-cloud-services/rbac-client,1419,RedHatInsights/javascript-clients
ng-flow,1419,flowjs/ng-flow
yadda,1419,acuminous/yadda
source-map-to-comment,1419,sindresorhus/source-map-to-comment
@sumup/circuit-ui,1419,sumup-oss/circuit-ui
get-contrast-ratio,1419,misund/get-contrast-ratio
redux-action-reducer,1419,troch/redux-action-reducer
parse-server-mailgun,1419,sebsylvester/parse-server-mailgun
egoroof-blowfish,1419,egoroof/blowfish
callbag-create,1419,franciscotln/callbag-create
react-native-exif,1419,francisco-sanchez-molina/react-native-exif
meta,1418,mateodelnorte/meta
draggable-vue-directive,1418,IsraelZablianov/draggable-vue-directive
@jsier/retrier,1418,
react-mobile-picker,1418,adcentury/react-mobile-picker
primer-avatars,1418,primer/css
pug-static-loader,1418,
express-x-hub,1418,alexcurtis/express-x-hub
@govtechsg/open-attestation,1418,Open-Attestation/open-attestation
azure-iot-provisioning-service,1418,Azure/azure-iot-sdk-node
template7,1418,nolimits4web/template7
grunt-hashres,1417,Luismahou/grunt-hashres
@cornerstonejs/tools,1417,cornerstonejs/cornerstoneTools
protocall,1417,omni-tools/protocall
fn-getter,1417,jonathanong/fn-getter
ascii-art-table,1417,
@now/node-bridge,1417,zeit/now
async-execute,1417,omrilotan/mono
@xapp/stentor-alexa,1417,
alchemy-api,1417,framingeinstein/node-alchemy
vue-plain-pagination,1417,cichy380/vue-plain-pagination
twilio-common,1417,twilio/twilio-common.js
@servicensw/browserslist-config,1417,
azure-storage-simple,1416,tracker1/node-azure-storage-simple
jison-gho,1416,GerHobbelt/jison
@syncfusion/ej2-vue-richtexteditor,1416,syncfusion/ej2-vue-ui-components
line-buffer,1416,xpepermint/line-buffer
@promises/for-each-parallel,1416,yisraelx/promises
N3-components,1416,N3-components/N3-components
sentry-api,1416,
deep-compact,1416,IndigoUnited/js-deep-compact
@formsort/web-embed-api,1416,formsort/web-embed-api
simple-handshake,1416,emilbayes/simple-handshake
meta-loop,1416,mateodelnorte/meta-loop
rocksdb,1416,Level/rocksdb
grunticon-lib,1415,filamentgroup/grunticon-lib
bpmn-studio,1415,
redux-analytics,1415,markdalgleish/redux-analytics
angular-bootstrap-confirm,1415,mattlewis92/angular-bootstrap-confirm
fontkit-next,1415,foliojs/fontkit
node-flag,1415,arefm/node-flag
@webex/test-helper-chai,1415,
@promises/some-parallel,1415,yisraelx/promises
node.js,1415,
graphql-js-client,1415,Shopify/graphql-js-client
odata-v4-mongodb,1415,jaystack/odata-v4-mongodb
npm-install-if-needed,1415,okunishinishi/node-install-if-needed
btp-packet,1415,interledgerjs/btp-packet
node-firefox-connect,1415,mozilla/node-firefox-connect
jupyterlab_tensorboard,1415,chaoleili/jupyterlab_tensorboard
@blackbaud/skyux-lib-help,1414,blackbaud/skyux-lib-help
emoji-images,1414,HenrikJoreteg/emoji-images
react-longpressable,1414,stardust66/react-longpressable
merge-json,1414,jacob418/node_json-merge
@arc-core-components/content-source_content-api-v4,1414,
lolcatjs,1414,robertboloc/lolcatjs
bs-dom-testing-library,1414,wyze/bs-dom-testing-library
home,1414,kaelzhang/node-home
@promises/-all,1414,yisraelx/promises
webpack-uglify-js-plugin,1414,pingyuanChen/webpack-uglify-js-plugin
pointfree-fantasy,1414,DrBoolean/pointfree-fantasy
@sanity/language-filter,1414,sanity-io/sanity
just-api,1414,kiranz/just-api
typescript-char,1414,mason-lang/typescript-char
lru-native2,1413,kibae/node-lru-native
scratch-render,1413,LLK/scratch-render
@zestia/ember-select-box,1413,zestia/ember-select-box
repromise,1413,tracker1/repromise
@openlayers/pepjs,1413,jquery/PEP
decimal,1413,shinuza/decimal-js
kuroshiro-analyzer-kuromoji,1413,hexenq/kuroshiro-analyzer-kuromoji
@promises/every-series,1413,yisraelx/promises
homematic-xmlrpc,1413,hobbyquaker/homematic-xmlrpc
bem-css-modules,1413,Connormiha/bem-css-modules
eager-imports-webpack-plugin,1413,MLoughry/eager-imports-webpack-plugin
noise-protocol,1412,emilbayes/noise-protocol
v-drag,1412,nil/v-drag
state-switch,1412,huan/state-switch
spectrum-generator,1412,cheminfo/spectrum-generator
pipe-ts,1412,unsplash/pipe-ts
react-poppop,1412,ctxhou/react-poppop
react-numeric,1412,mkg0/react-numeric
pbkdf2-password-hash,1412,commenthol/pbkdf2-password-hash
decentraland-ui,1412,decentraland/ui
babel-project-relative-import,1412,per2plex/babel-project-relative-import
blockstack,1412,blockstack/blockstack.js
@atomist/sdm-pack-spring,1412,atomist/sdm-pack-spring
react-formy,1411,wellguimaraes/react-formy
payjp,1411,payjp/payjp-node
js-yaml-lite,1411,jonschlinkert/js-yaml-lite
logfile-grunt,1411,brutaldev/logfile-grunt
mocha-list,1411,AndersDJohnson/mocha-list
plain-draggable,1411,anseki/plain-draggable
@promises/filter-parallel,1411,yisraelx/promises
scratch-parser,1411,LLK/scratch-parser
@types/big-integer,1411,DefinitelyTyped/DefinitelyTyped
@promises/map-parallel,1410,yisraelx/promises
react-ziggeo,1410,Ziggeo/react-ziggeo
reconnect,1410,dominictarr/reconnect
@apollosproject/ui-htmlview,1410,ApollosProject/apollos-prototype
@pulumi/fastly,1410,
@commercetools-uikit/toggle-input,1410,
swagger-repo,1410,
http-auth-utils,1410,nfroidure/http-auth-utils
@elucidatainc/pollycli,1410,
compat-polyfills,1410,
@factor/api,1410,
@promises/sleep,1409,yisraelx/promises
@cycjimmy/sass-lib,1409,cycjimmy/sass-lib
@promises/delay,1409,yisraelx/promises
decco,1409,reasonml-labs/decco
react-spring-carousel,1409,cborchert/react-spring-carousel
debuggler,1409,
@promises/exec,1409,yisraelx/promises
@types/react-mdl,1409,DefinitelyTyped/DefinitelyTyped
plywood-base-api,1409,implydata/plywood-base-api
@nest-middlewares/compression,1409,wbhob/nest-middlewares
@promises/every-parallel,1409,yisraelx/promises
nice-select2,1409,
@promises/wrap,1409,yisraelx/promises
express-ntlm,1409,einfallstoll/express-ntlm
@arc-publishing/sdk-sales,1409,
@promises/timeout,1409,yisraelx/promises
whereis,1409,vvo/node-whereis
druid.d.ts,1409,implydata/druid.d.ts
@promises/reset,1409,yisraelx/promises
@aws-cdk/app-delivery,1409,aws/aws-cdk
lib-promise-pool,1408,AkashBabu/lib-promise-pool
@react-md/autocomplete,1408,mlaursen/react-md
@promises/times-series,1408,yisraelx/promises
h5o,1408,h5o/h5o-js
babel-compat,1408,
next-plugin-bundle-stats,1408,relative-ci/bundle-stats
@atlaskit/field-text-area,1408,atlassian/atlaskit-mk-2
@formiz/core,1408,ivan-dalmet/formiz
@putout/plugin-convert-binary-expression-to-boolean,1408,coderaiser/putout
gulp-war,1407,ScottWeinstein/gulp-war
@promises/error,1407,yisraelx/promises
tracejs,1407,chrisdickinson/tracejs
jquery-nice-select,1407,hernansartorio/jquery-nice-select
dust-loader,1407,
node-sequelize-stream,1407,nkovalenko93/sequelize-stream
nuxt-google-maps-module,1407,WilliamDASILVA/nuxt-google-maps-module
@arcblock/ux,1407,
vue-flip,1407,kgrandemange/vue-flip
ladda-fp,1407,ladda-js/ladda-fp
basscss-btn,1407,basscss/btn
twbs-pagination,1407,josecebe/twbs-pagination
abstract-extension,1407,mafintosh/abstract-extension
react-odyssey,1406,oktadeveloper/react-odyssey
storybook-cartesian,1406,jondot/storybook-cartesian
computed-styles,1406,Hypercubed/computed-styles
json-rpc2,1406,pocesar/node-jsonrpc2
firebaseui-angular,1406,RaphaelJenni/FirebaseUI-Angular
@teselagen/react-table,1406,tnrich/react-table
@promises/next,1406,yisraelx/promises
react-input-switch,1406,swiftcarrot/react-input-switch
shariff-customize,1406,heiseonline/shariff
reconnectingwebsocket,1406,joewalnes/reconnecting-websocket
@promises/filter-series,1406,yisraelx/promises
positions,1406,QubitProducts/positions
web-complete,1406,stefanhuber/web-complete
polytype,1406,fasttime/Polytype
@promises/times-parallel,1406,yisraelx/promises
kindergarten,1406,JiriChara/kindergarten
loopback-softdelete-mixin4,1406,joeybenenati/loopback-softdelete-mixin
up,1406,apex/up
@gmod/bam,1406,GMOD/bam-js
@promises/compose,1406,yisraelx/promises
iobroker.tuya,1406,Apollon77/ioBroker.tuya
ts-express-decorators,1405,TypedProject/tsed
rosnodejs,1405,RethinkRobotics-opensource/rosnodejs
@types/hellojs,1405,DefinitelyTyped/DefinitelyTyped
primer-alerts,1405,primer/css
@types/jquery.colorbox,1405,DefinitelyTyped/DefinitelyTyped
@promises/create,1405,yisraelx/promises
videojs-contrib-hls.js,1405,Peer5/videojs-contrib-hls.js
@times-components/article-list,1405,newsuk/times-components
config-check,1405,jdelibas/config-check
@promises/finally,1405,yisraelx/promises
karma-spec-reporter-2,1405,bdryanovski/karma-spec-reporter-2
sql-parser,1405,forward/sql-parser
nexus-deployer,1405,cthorne66/nexus-deployer
@promises/keys,1405,yisraelx/promises
fpsmeter,1405,darsain/fpsmeter
babel-plugin-import-globals,1405,mopedjs/babel-plugin-import-globals
downsample-lttb,1405,pingec/downsample-lttb
@instructure/ui-test-queries,1405,instructure/instructure-ui
react-pusher,1404,rainforestapp/react-pusher
@tomtom-international/web-sdk-services,1404,
notifme-sdk,1404,notifme/notifme-sdk
keycodez,1404,andrewhathaway/Keycodez
vue-ts-plugin,1404,sandersn/vue-ts-plugin
storybook-addon-angularjs,1404,
angular-money-directive,1404,fiestah/angular-money-directive
teradata-nodejs-driver,1404,Teradata/nodejs-driver
@types/ansi-escapes,1404,DefinitelyTyped/DefinitelyTyped
@promises/is-promise,1404,yisraelx/promises
node-red-node-watson-ucg,1404,watson-developer-cloud/node-red-node-watson
ascii-art-utf,1404,khrome/ascii-art-utf
@maticnetwork/meta,1404,maticnetwork/static
ng-jsoneditor,1404,angular-tools/ng-jsoneditor
@promises/_create-filter,1404,yisraelx/promises
@vueuse/firebase,1404,antfu/vueuse
@promises/retry,1404,yisraelx/promises
@chezearth/bagpipes,1404,apigee-127/bagpipes
@promises/for-each-right-series,1404,yisraelx/promises
grunt-jekyll,1404,dannygarcia/grunt-jekyll
geojson-bounds,1403,jczaplew/geojson-bounds
react-to-typescript-definitions,1403,KnisterPeter/react-to-typescript-definitions
co-express,1403,mciparelli/co-express
nyks,1403,131/nyks
strman,1403,dleitee/strman
ember-cli-sentry,1403,ember-cli-sentry/ember-cli-sentry
proxy-compat,1403,
@promises/parallel,1403,yisraelx/promises
@promises/to-callback,1403,yisraelx/promises
@stencil/webpack,1403,ionic-team/stencil-webpack
oauthio-web,1403,oauth-io/oauth-js
d2l-hypermedia-constants,1403,Brightspace/d2l-hypermedia-constants
grapesjs-tooltip,1403,artf/grapesjs-tooltip
debug-mode,1403,IonicaBizau/debug-mode
pino-to-ecs,1403,delvedor/pino-to-ecs
@dicebear/avatars-avataaars-sprites,1403,DiceBear/avatars
@promises/some-series,1403,yisraelx/promises
ee-project,1403,eventEmitter/ee-project
@promises/reject-parallel,1402,yisraelx/promises
@promises/reject-series,1402,yisraelx/promises
ng-scrollbar,1402,asafdav/ng-scrollbar
@betterer/tsquery,1402,phenomnomnominal/betterer
deep-iterator,1402,couralex/deep-iterator
@brandingbrand/react-native-leanplum,1402,brandingbrand/react-native-leanplum
vue-electron,1402,SimulatedGREG/vue-electron
angular-text-input-highlight,1402,mattlewis92/angular-text-input-highlight
array-findindex-polyfill,1402,ryanhefner/Array.prototype.findIndex
fastify-nextjs,1402,fastify/fastify-nextjs
@dansmaculotte/nuxt-segment,1402,dansmaculotte/nuxt-segment
denoify,1402,
cordova-plugin-firebase-dynamiclinks,1402,chemerisuk/cordova-plugin-firebase-dynamiclinks
@promises/reduce-series,1402,yisraelx/promises
@akala/commands,1401,npenin/akala-commands
cron-builder,1401,sourceclear/cron-builder
@ovotech/json-schema,1401,ovotech/laminar
@promises/series,1401,yisraelx/promises
slimdom,1401,bwrrp/slimdom.js
sl-js-infra,1401,
@promises/_create-reduce,1401,yisraelx/promises
@promises/reduce-right-series,1401,yisraelx/promises
react-star-rating,1401,
@promises/spread,1401,yisraelx/promises
@cnbritain/merlin-www-bbcode,1401,
tabler-react,1401,tabler/tabler-react
@ticketswap/solar,1401,TicketSwap/solar
lvovich,1401,nodkz/lvovich
react-use-uuid,1401,
midi-file-parser,1401,NHQ/midi-file-parser
es5-proxy-compat,1401,
reason,1401,facebook/reason
haraka-plugin-watch,1401,haraka/haraka-plugin-watch
inline-fixtures,1401,ofrobots/inline-fixtures
@types/react-currency-formatter,1401,DefinitelyTyped/DefinitelyTyped
@react-page/plugins-spacer,1400,
api-gateway-stage-tag-plugin,1400,mikepatrick/api-gateway-stage-tag-plugin
profanities,1400,words/profanities
@aimee-blue/ab-shared,1400,Aimee-Blue/ab-shared
@malagu/core,1400,muxiangqiu/malagu
jwks-client,1400,JacoKoster/node-jwks-client
es,1400,ncb000gt/node-es
@promises/_create-checks-boolean,1400,yisraelx/promises
@instructure/command-utils,1400,instructure/instructure-ui
@promises/promisify,1400,yisraelx/promises
ical-date-parser,1399,zakangelle/ical-date-parser
silent-spawn,1399,pofider/node-silent-spawn
test-config,1399,eventEmitter/test-config
vued3tree,1399,David-Desmaisons/Vue.D3.tree
react-deprecate,1399,jossmac/react-deprecate
@skyux/animations,1399,blackbaud/skyux-animations
vue-rangedate-picker,1398,bliblidotcom/vue-rangedate-picker
ngGeolocation,1398,
node-red-yanfaz-iot,1398,zhangyanfa/iot-nodered
jquery-shinybox,1398,One-com/shinybox
@tauri-apps/toml,1398,tauri-apps/tauri-toml
@ionic-native/native-page-transitions,1398,ionic-team/ionic-native
@accounts/two-factor,1398,
pixl-json-stream,1398,jhuckaby/pixl-json-stream
babel-plugin-remove-jsx-attributes,1398,wireapp/babel-plugin-remove-jsx-attributes
